Emit,Nodes,P1044,P1045,P140,P154,P155,P156,P157,P158,P160,P162,P246,P248,P264,P266,P372,P38,P40,P42,P43,P44,P46,P48,P49,P492,P51,P57,P58,P596,P609,P633,P823,P826,P827,P830,P831,P842,P844,P846,P847,P850,P851,P852,P853,P855,P858,P859,P861,P866,P871,J219,J220,J53,J54,J55,J56,J57,J58,J59,J236,J237,J60,J62,J64,J65,J66,J67,J68,J69,J241,J242,J243,J244,J245,J246,J247,J248,J249,J70,J71,J72,J73,J74,J76,J77,J250,J84,J85,J86,J61,J92,J118,T5,J219,J220,J53,J54,J55,J56,J57,J58,J59,J236,J237,J60,J62,J64,J65,J66,J67,J68,J69,J241,J242,J243,J244,J245,J246,J247,J248,J249,J70,J71,J72,J73,J74,J76,J77,J250,J84,J85,J86,J61,J92,J118,T5,J219,J220,J53,J54,J55,J56,J57,J58,J59,J236,J237,J60,J62,J64,J65,J66,J67,J68,J69,J241,J242,J243,J244,J245,J246,J247,J248,J249,J70,J71,J72,J73,J74,J76,J77,J250,J84,J85,J86,J61,J92,J118,T5
0.076, J85,11.11407,10.95407,0.43,4.45792,0.87602,0.32776,1.27011,0.35098,0.76098,0.96016,2.08005,2.93781,0.27,0.80776,0.12602,0.49209,1.12602,2.45013,0.13,4.98792,0.06,2.16013,0.35,0.26776,1.29,0.12622,0.07622,0.85769,1.25978,2.98013,0.06098,0.42902,0.42109,0.10109,1.10989,0.58624,0.73911,1.36833,1.22833,0.60691,0.30287,2.44602,10.44407,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.83394,0.47,0.33,0.2,0.14,-11.11407,54.06679,26.05078,21.66342,26.37974,35.42195,34.35465,47.17614,30.4309,49.14516,47.8363,32.69616,51.0837,46.14738,24.72154,24.72153,34.22169,25.43356,33.30241,35.29756,36.07406,41.0744,46.07107,35.95398,35.09003,50.85151,48.91681,51.91465,56.07902,36.29744,29.36675,31.34357,26.37215,31.34281,36.2849,30.34471,39.08763,62.24841,61.06877,56.06675,34.2994,34.28607,31.42872,1,106.06679,106.05078,106.66342,106.37974,106.42195,106.35465,106.17614,106.4309,106.14516,105.8363,105.83616,106.0837,106.14738,106.72154,106.72153,106.22169,106.43356,106.30241,106.29756,106.07406,106.0744,106.07107,105.95398,106.09003,105.85151,105.91681,105.91465,106.07902,106.29744,106.36675,106.34357,106.37215,106.34281,106.2849,106.34471,106.08763,106.06841,106.06877,106.06675,106.2994,106.28607,106.42872,106.8
0.08, J86,11.11907,10.95907,0.43,4.41657,0.92237,0.58329,1.26668,0.35171,0.76171,0.66328,1.78661,2.89989,0.27,1.06329,0.17237,0.50361,1.17237,2.45013,0.13,4.94657,0.06,2.16013,0.35,0.52329,1.29,0.42328,0.37328,0.87754,1.29115,2.98013,0.06171,0.42829,0.41839,0.09839,1.11332,0.60121,0.76453,1.39483,1.25483,0.62784,0.31331,2.49237,10.44907,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,1.06894,0.33,0.2,0.14,-11.11907,54.04629,26.03028,21.66331,26.37942,35.42119,34.35094,47.16411,30.43049,49.13112,47.84253,32.70239,51.06489,46.13348,24.72147,24.72146,34.22462,25.43324,33.30209,35.29724,36.07052,41.07085,46.06118,35.95984,35.0952,50.8578,48.92311,51.92105,56.08637,36.29712,29.36643,31.34325,26.37184,31.34249,36.28458,30.34439,39.09286,62.25784,61.0812,56.04621,34.29908,34.28575,31.42823,1,106.04629,106.03028,106.66331,106.37942,106.42119,106.35094,106.16411,106.43049,106.13112,105.84253,105.84239,106.06489,106.13348,106.72147,106.72146,106.22462,106.43324,106.30209,106.29724,106.07052,106.07085,106.06118,105.95984,106.0952,105.8578,105.92311,105.92105,106.08637,106.29712,106.36643,106.34325,106.37184,106.34249,106.28458,106.34439,106.09286,106.07784,106.0812,106.04621,106.29908,106.28575,106.42823,106.8
0.1, J92,11.10454,10.94454,0.43,4.00521,0.73479,0.33179,1.26415,0.35225,0.76225,0.50342,1.62927,2.49106,0.27,0.81179,0.01521,0.45696,0.98479,3.03454,0.13,4.53521,0.06,2.74454,0.35,0.27179,1.87441,0.26342,0.21342,0.7972,1.16417,3.56454,0.06225,0.42775,0.4164,0.0964,1.11585,0.54062,0.66166,1.28758,1.14758,0.54313,0.27103,2.30479,10.43454,0.29,1.07441,2.67454,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.78441,0.14,-11.10454,54.12558,26.10956,21.66364,26.35918,35.42387,34.3652,47.21096,30.43179,49.18574,47.89665,32.75651,51.13778,46.18755,24.72166,24.72165,34.25653,25.43417,33.22018,35.21533,36.13309,41.13343,46.13003,36.01369,35.14855,50.91196,48.97728,51.9753,56.14131,36.21521,29.33949,31.30355,26.34791,31.30279,36.1491,30.30469,39.14678,62.31681,61.1382,56.12558,34.21717,34.15027,31.42984,1,106.12558,106.10956,106.66364,106.35918,106.42387,106.3652,106.21096,106.43179,106.18574,105.89665,105.89651,106.13778,106.18755,106.72166,106.72165,106.25653,106.43417,106.22018,106.21533,106.13309,106.13343,106.13003,106.01369,106.14855,105.91196,105.97728,105.9753,106.14131,106.21521,106.33949,106.30355,106.34791,106.30279,106.1491,106.30469,106.14678,106.13681,106.1382,106.12558,106.21717,106.15027,106.42984,106.8
0.1, J118,11.08782,10.92782,0.43,4.00921,0.73079,0.33423,1.26417,0.35224,0.76224,0.50498,1.63081,2.49504,0.27,0.81423,0.01921,0.45171,0.98079,2.45013,0.13,4.53921,0.06,2.16013,0.35,0.27423,1.29,0.26498,0.21498,0.80066,1.16236,2.98013,0.06224,0.42776,0.41642,0.09642,1.11583,0.53842,0.65888,1.84782,1.14013,0.5419,0.27046,2.86848,10.41782,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.70769,-11.08782,54.12597,26.10995,21.66403,26.38143,35.42199,34.36456,47.21076,30.43168,49.18565,47.89724,32.75709,51.13805,46.18744,24.72189,24.72187,34.25732,25.43525,33.3041,35.29925,36.13361,41.13394,46.13049,36.01427,35.14914,50.91254,48.97786,51.97588,56.14188,36.29912,29.36844,31.34526,26.37384,31.3445,36.28659,30.3464,39.14737,62.31736,61.13876,56.12597,34.30109,34.28776,31.42788,1,106.12597,106.10995,106.66403,106.38143,106.42199,106.36456,106.21076,106.43168,106.18565,105.89724,105.89709,106.13805,106.18744,106.72189,106.72187,106.25732,106.43525,106.3041,106.29925,106.13361,106.13394,106.13049,106.01427,106.14914,105.91254,105.97786,105.97588,106.14188,106.29912,106.36844,106.34526,106.37384,106.3445,106.28659,106.3464,106.14737,106.13736,106.13876,106.12597,106.30109,106.28776,106.42788,106.8
0.08, J219,11.1083,10.9483,0.43,4.4085,0.91967,0.57835,1.26662,0.35173,0.76173,0.66015,1.78353,2.89188,0.27,1.05835,0.4185,0.50294,1.16967,2.45013,0.13,4.9385,0.06,2.16013,0.35,0.51835,1.29,0.42015,0.37015,0.87638,1.28933,2.98013,0.06173,0.42827,0.41835,0.09835,1.11338,0.60034,0.76305,1.39328,1.25328,0.62662,0.31271,2.48967,10.4383,0.29,0.49,2.09013,0.35013,0.59,0.26,0.90817,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.1083,54.04817,26.03215,21.66355,26.3801,35.4219,34.35183,47.16548,30.43118,49.13261,47.8443,32.70416,51.06666,46.13497,24.72162,24.7216,34.22593,25.43393,33.30277,35.29793,36.07247,41.07281,46.06329,35.9616,35.09696,50.85957,48.92488,51.92282,56.08815,36.2978,29.36712,31.34394,26.37252,31.34318,36.28527,30.34508,39.09463,62.25972,61.08303,56.04858,34.29977,34.28644,31.42892,1,106.04817,106.03215,106.66355,106.3801,106.4219,106.35183,106.16548,106.43118,106.13261,105.8443,105.84416,106.06666,106.13497,106.72162,106.7216,106.22593,106.43393,106.30277,106.29793,106.07247,106.07281,106.06329,105.9616,106.09696,105.85957,105.92488,105.92282,106.08815,106.2978,106.36712,106.34394,106.37252,106.34318,106.28527,106.34508,106.09463,106.07972,106.08303,106.04858,106.29977,106.28644,106.42892,106.8
0.1, J220,11.03009,10.87009,0.93996,4.35544,0.89452,0.54587,1.26629,0.3518,0.7618,0.63958,1.76329,2.83916,0.27,1.02587,0.36544,0.49669,1.14452,2.45013,0.13,4.88544,0.06,2.16013,0.35,0.48587,1.29,0.39958,0.34958,0.86561,1.2723,2.98013,0.0618,0.4282,0.41808,0.09808,1.11371,0.59221,0.74925,1.3789,1.2389,0.61527,0.30704,2.46452,10.36009,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.93996,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.03009,54.06413,25.99596,21.66534,26.38506,35.4271,34.35864,47.17682,30.43619,49.14505,47.85634,32.7162,51.0817,46.14732,24.72263,24.72262,34.23501,25.43889,33.30773,35.30289,36.08571,41.08605,46.0775,35.97361,35.1089,50.87162,48.93693,51.93489,56.10031,36.30276,29.37208,31.3489,26.37748,31.34814,36.29023,30.35004,39.10665,62.27246,61.09547,56.06445,34.30473,34.2914,31.43398,1,106.06413,105.99596,106.66534,106.38506,106.4271,106.35864,106.17682,106.43619,106.14505,105.85634,105.8562,106.0817,106.14732,106.72263,106.72262,106.23501,106.43889,106.30773,106.30289,106.08571,106.08605,106.0775,105.97361,106.1089,105.87162,105.93693,105.93489,106.10031,106.30276,106.37208,106.3489,106.37748,106.34814,106.29023,106.35004,106.10665,106.09246,106.09547,106.06445,106.30473,106.2914,106.43398,106.8
0.086, J236,11.11371,10.95371,0.43,4.46689,0.86669,0.26254,1.57323,0.7286,1.1386,0.44077,1.85113,2.64366,0.27,0.74254,0.11669,0.48977,1.11669,2.45013,0.13,4.99689,0.06,2.16013,0.35,0.20254,1.29,0.20077,0.15077,0.8537,1.25347,2.98013,0.15498,0.64498,0.50825,0.18825,1.40035,0.58322,0.73399,1.36299,1.22299,0.6027,0.30077,2.43669,10.44371,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.88358,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.11371,54.07081,26.0548,21.66343,26.37976,35.42206,34.35535,47.17849,30.43094,49.14791,47.63514,32.49593,51.08738,46.1501,24.72154,24.72153,34.22101,25.43359,33.30243,35.29758,36.07522,41.07556,46.07335,35.88663,35.08885,50.69396,48.83397,51.82713,56.07994,36.29746,29.36677,31.34359,26.37218,31.34283,36.28492,30.34473,39.08688,62.25668,61.07752,56.07077,34.29942,34.2861,31.42878,1,106.07081,106.0548,106.66343,106.37976,106.42206,106.35535,106.17849,106.43094,106.14791,105.63514,105.63593,106.08738,106.1501,106.72154,106.72153,106.22101,106.43359,106.30243,106.29758,106.07522,106.07556,106.07335,105.88663,106.08885,105.69396,105.83397,105.82713,106.07994,106.29746,106.36677,106.34359,106.37218,106.34283,106.28492,106.34473,106.08688,106.07668,106.07752,106.07077,106.29942,106.2861,106.42878,106.8
0.1, J237,11.0903,10.9303,0.43,4.44876,0.86142,0.26513,1.56242,0.70933,1.11933,0.44345,1.8412,2.63633,0.27,0.74513,0.11142,0.48846,1.11142,2.45013,0.13,4.97876,0.06,2.16013,0.35,0.20513,1.29,0.20345,0.15345,0.85144,1.2499,2.98013,0.41933,0.64084,0.50158,0.18158,1.38775,0.58152,0.7311,1.35998,1.21998,0.60032,0.29958,2.43142,10.4203,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,1.06017,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.0903,54.07455,26.05853,21.66396,26.38125,35.4236,34.35722,47.18129,30.43244,49.15093,47.65032,32.50537,51.09094,46.15311,24.72185,24.72184,34.22393,25.43507,33.30392,35.29907,36.07907,41.0794,46.07716,35.89311,35.09276,50.70629,48.84172,51.83532,56.08393,36.29895,29.36826,31.34508,26.37367,31.34432,36.28641,30.34622,39.0908,62.26061,61.08148,56.07452,34.30091,34.28758,31.43029,1,106.07455,106.05853,106.66396,106.38125,106.4236,106.35722,106.18129,106.43244,106.15093,105.65032,105.64537,106.09094,106.15311,106.72185,106.72184,106.22393,106.43507,106.30392,106.29907,106.07907,106.0794,106.07716,105.89311,106.09276,105.70629,105.84172,105.83532,106.08393,106.29895,106.36826,106.34508,106.37367,106.34432,106.28641,106.34622,106.0908,106.08061,106.08148,106.07452,106.30091,106.28758,106.43029,106.8
0.098, J241,11.10865,10.94865,0.43,4.44076,0.88776,0.12701,1.26562,0.35194,0.76194,0.55524,1.67961,2.92514,0.85852,1.19553,0.13776,0.49501,1.13776,2.45013,0.13,4.97076,0.06,2.16013,0.35,0.06701,1.29,0.31524,0.26524,0.86272,1.26773,2.98013,0.06194,0.42806,0.41756,0.09756,1.11438,0.59003,0.74554,1.37504,1.23504,0.61221,0.30551,2.45776,10.43865,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.85852,0.21,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.10865,54.06208,26.04606,21.66354,26.38008,35.42219,34.35415,47.17354,30.43122,49.14206,47.84031,32.70016,51.0794,46.14431,24.72161,24.7216,34.22339,25.43391,33.30275,35.2979,36.06007,41.06293,46.06236,35.9575,35.09266,50.85559,48.92091,51.91888,56.08448,36.29778,29.36709,31.34391,26.3725,31.34315,36.28525,30.34505,39.09028,62.25882,61.08077,56.06202,34.29974,34.28642,31.42902,1,106.06208,106.04606,106.66354,106.38008,106.42219,106.35415,106.17354,106.43122,106.14206,105.84031,105.84016,106.0794,106.14431,106.72161,106.7216,106.22339,106.43391,106.30275,106.2979,106.06007,106.06293,106.06236,105.9575,106.09266,105.85559,105.92091,105.91888,106.08448,106.29778,106.36709,106.34391,106.3725,106.34315,106.28525,106.34505,106.09028,106.07882,106.08077,106.06202,106.29974,106.28642,106.42902,106.8
0.092, J242,11.1097,10.9497,0.43,4.44153,0.88804,0.12659,1.26563,0.35194,0.76194,0.55537,1.67974,2.9259,0.27,1.19616,0.13804,0.49508,1.13804,2.45013,0.13,4.97153,0.06,2.16013,0.35,0.06659,1.29,0.31537,0.26537,0.86284,1.26792,2.98013,0.06194,0.42806,0.41756,0.09756,1.11437,0.59012,0.7457,1.3752,1.2352,0.61234,0.30558,2.45804,10.4397,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.79957,0.06,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.1097,54.06189,26.04587,21.66352,26.38002,35.42212,34.35406,47.1734,30.43116,49.14191,47.84014,32.7,51.07922,46.14416,24.7216,24.72158,34.22326,25.43384,33.30268,35.29784,36.0624,41.06274,46.06216,35.95733,35.09249,50.85542,48.92074,51.91871,56.08431,36.29771,29.36703,31.34385,26.37243,31.34309,36.28518,30.34499,39.09011,62.25865,61.08059,56.06184,34.29968,34.28635,31.42895,1,106.06189,106.04587,106.66352,106.38002,106.42212,106.35406,106.1734,106.43116,106.14191,105.84014,105.84,106.07922,106.14416,106.7216,106.72158,106.22326,106.43384,106.30268,106.29784,106.0624,106.06274,106.06216,105.95733,106.09249,105.85542,105.92074,105.91871,106.08431,106.29771,106.36703,106.34385,106.37243,106.34309,106.28518,106.34499,106.09011,106.07865,106.08059,106.06184,106.29968,106.28635,106.42895,106.8
0.088, J243,11.11735,10.95735,0.43,4.43252,0.9047,0.65384,1.26615,0.35183,0.76183,0.60867,1.73253,2.91637,0.27,1.13384,0.1547,0.49922,1.1547,2.45013,0.13,4.96252,0.06,2.16013,0.35,3.38E-03,1.29,0.36867,0.31867,0.86998,1.2792,2.98013,0.06183,0.42817,0.41797,0.09797,1.11385,0.5955,0.75484,1.38473,1.24473,0.61986,0.30933,2.4747,10.44735,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.65722,0.42,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.11735,54.05416,26.03814,21.66335,26.37953,35.42147,34.35235,47.16871,30.43064,49.13649,47.84069,32.70055,51.0721,46.1388,24.7215,24.72148,34.22348,25.43335,33.3022,35.29735,36.0657,41.06604,46.05409,35.95794,35.0932,50.85596,48.92128,51.91924,56.0847,36.29723,29.36654,31.34336,26.37195,31.3426,36.28469,30.3445,39.09083,62.25769,61.08029,56.05409,34.29919,34.28586,31.4284,1,106.05416,106.03814,106.66335,106.37953,106.42147,106.35235,106.16871,106.43064,106.13649,105.84069,105.84055,106.0721,106.1388,106.7215,106.72148,106.22348,106.43335,106.3022,106.29735,106.0657,106.06604,106.05409,105.95794,106.0932,105.85596,105.92128,105.91924,106.0847,106.29723,106.36654,106.34336,106.37195,106.3426,106.28469,106.3445,106.09083,106.07769,106.08029,106.05409,106.29919,106.28586,106.4284,106.8
0.1, J244,11.11903,10.95903,0.43,4.47157,0.86733,0.25889,1.6576,0.38739,0.79739,0.44378,1.77508,2.56397,0.27,0.73889,0.11733,0.48993,1.11733,2.45013,0.13,5.00157,0.06,2.16013,0.35,0.19889,1.29,0.20378,0.15378,0.85397,1.2539,2.98013,0.09739,0.39261,0.2461,0.0739,1.3213,0.58343,0.73434,1.36336,1.22336,0.60299,0.30091,2.43733,10.44903,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,1.0189,0.25,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.11903,54.0702,26.05418,21.66331,26.37942,35.42172,34.35497,47.17799,30.43061,49.14738,47.76548,32.62515,51.0868,46.14958,24.72148,24.72146,34.2203,25.43325,33.30209,35.29724,36.07447,41.07481,46.07266,35.86513,35.08789,50.78374,48.85138,51.85259,56.07961,36.29712,29.36643,31.34325,26.37184,31.34249,36.28459,30.34439,39.08602,62.25628,61.07715,56.07016,34.29908,34.28576,31.42844,1,106.0702,106.05418,106.66331,106.37942,106.42172,106.35497,106.17799,106.43061,106.14738,105.76548,105.76515,106.0868,106.14958,106.72148,106.72146,106.2203,106.43325,106.30209,106.29724,106.07447,106.07481,106.07266,105.86513,106.08789,105.78374,105.85138,105.85259,106.07961,106.29712,106.36643,106.34325,106.37184,106.34249,106.28459,106.34439,106.08602,106.07628,106.07715,106.07016,106.29908,106.28576,106.42844,106.8
0.1, J245,11.11807,10.95807,0.43,4.47216,0.86578,0.25198,1.26339,0.35241,0.76241,0.45224,1.57885,2.36083,0.27,0.73198,0.11578,0.48954,1.11578,2.45013,0.13,5.00216,0.06,2.16013,0.35,0.19198,1.29,0.21224,0.16224,0.85331,1.25285,2.98013,0.06241,0.42759,0.4158,0.0958,1.11661,0.58293,0.73349,1.36247,1.22247,0.60229,0.30056,2.43578,10.44807,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.84794,0.41,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.11807,54.07098,26.05496,21.66334,26.3795,35.42181,34.35516,47.17848,30.43069,49.14793,47.83627,32.69612,51.08751,46.15012,24.72149,24.72148,34.22036,25.43332,33.30217,35.29732,36.07498,41.07531,46.07327,35.95322,35.08794,50.85159,48.91691,51.91495,56.08117,36.2972,29.36651,31.34333,26.37192,31.34257,36.28466,30.34447,39.08634,62.25769,61.07863,56.07094,34.29916,34.28583,31.42852,1,106.07098,106.05496,106.66334,106.3795,106.42181,106.35516,106.17848,106.43069,106.14793,105.83627,105.83612,106.08751,106.15012,106.72149,106.72148,106.22036,106.43332,106.30217,106.29732,106.07498,106.07531,106.07327,105.95322,106.08794,105.85159,105.91691,105.91495,106.08117,106.2972,106.36651,106.34333,106.37192,106.34257,106.28466,106.34447,106.08634,106.07769,106.07863,106.07094,106.29916,106.28583,106.42852,106.8
0.084, J246,11.11812,10.95812,0.43,4.4702,0.86779,0.26264,1.55993,0.18259,1.19058,0.43957,1.86764,2.66028,0.27,0.74264,0.11779,0.49004,1.11779,2.45013,0.13,5.0002,0.06,2.16013,0.35,0.20264,1.29,0.19957,0.14957,0.85417,1.25421,2.98013,0.10741,0.59741,0.54252,0.22252,1.41807,0.58358,0.73459,1.36362,1.22362,0.6032,0.30102,2.43779,10.44812,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,1.00799,0.32,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.11812,54.07006,26.05404,21.66333,26.37948,35.42177,34.35499,47.17794,30.43066,49.14731,47.67113,32.53153,51.08667,46.1495,24.72149,24.72147,34.22047,25.4333,33.30215,35.2973,36.07447,41.07481,46.0726,35.88907,35.08813,50.67566,48.82964,51.82032,56.07908,36.29718,29.36649,31.34331,26.3719,31.34255,36.28464,30.34445,39.08613,62.25584,61.07667,56.07002,34.29914,34.28582,31.42849,1,106.07006,106.05404,106.66333,106.37948,106.42177,106.35499,106.17794,106.43066,106.14731,105.67113,105.67153,106.08667,106.1495,106.72149,106.72147,106.22047,106.4333,106.30215,106.2973,106.07447,106.07481,106.0726,105.88907,106.08813,105.67566,105.82964,105.82032,106.07908,106.29718,106.36649,106.34331,106.3719,106.34255,106.28464,106.34445,106.08613,106.07584,106.07667,106.07002,106.29914,106.28582,106.42849,106.8
0.084, J247,11.10702,10.94702,0.43,4.46154,0.86534,0.26415,1.5471,0.30746,0.71746,0.4405,1.87029,2.66444,0.27,0.74415,0.11534,0.48944,1.11534,2.45013,0.13,4.99154,0.06,2.16013,0.35,0.20415,1.29,0.2005,0.1505,0.85312,1.25256,2.98013,0.01746,0.47254,0.65456,0.25232,1.41979,0.58279,0.73325,1.36222,1.22222,0.60209,0.30046,2.43534,10.43702,0.29,0.49,2.09013,0.35013,0.59,0.26,0.32,0.43,0.51,0.53,0.15,0.09,0.35,0.22,0.22,0.29,0.49,0.25,0.15,0.03,0.13,0.53,0.03,0.21,0.2,0.27,0.21,0.06,0.42,0.25,0.41,0.90689,0.45,0.01,0.06,0.07,1.30E-04,0.29,0.35,0.29,0.45,0.05,0.05,0.24,0.47,0.33,0.2,0.14,-11.10702,54.07181,26.0558,21.66358,26.38019,35.4225,34.35587,47.17925,30.43137,49.14873,47.75305,32.61304,51.08834,46.15091,24.72163,24.72162,34.22186,25.43401,33.30285,35.29801,36.07629,41.07663,46.0744,35.89395,35.08999,50.76495,48.80981,51.82158,56.08092,36.29788,29.3672,31.34402,26.3726,31.34326,36.28535,30.34516,39.08799,62.25766,61.0785,56.07178,34.29985,34.28652,31.42921,1,106.07181,106.0558,106.66358,106.38019,106.4225,106.35587,106.17925,106.43137,106.14873,105.75305,105.75304,106.08834,106.15091,106.72163,106.72162,106.22186,106.43401,106.30285,106.29801,106.07629,106.07663,106.0744,105.89395,106.08999,105.76495,105.80981,105.82158,106.08092,106.29788,106.3672,106.34402,106.3726,106.34326,106.28535,106.34516,106.08799,106.07766,106.0785,106.07178,106.29985,106.28652,106.42921,106.8
