		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR
		m	mm		LPS	m/s	m/km	
P756	149:00:00	41.66	305.00	107.92	0.65	8.94e-03	7.52e-04	0.06
P757	149:00:00	568.43	305.00	99.83	1.14	0.02	2.43e-03	0.06
P758	149:00:00	102.21	305.00	93.36	1.78	0.02	6.28e-03	0.06
P759	149:00:00	97.19	152.00	104.44	7.69	0.42	2.29	0.04
P760	149:00:00	88.54	152.00	101.85	7.85	0.43	2.49	0.04
P761	149:00:00	171.27	152.00	96.99	8.20	0.45	2.95	0.04
P763	149:00:00	387.59	305.00	112.21	1.33	0.02	2.62e-03	0.05
P766	149:00:00	37.85	152.00	95.04	1.23	0.07	0.09	0.06
P767	149:00:00	227.50	305.00	109.31	2.73	0.04	0.01	0.04
P768	149:00:00	217.03	254.00	116.51	0.63	0.01	1.51e-03	0.05
P769	149:00:00	154.26	305.00	110.62	3.16	0.04	0.01	0.04
P771	149:00:00	69.36	203.00	99.63	0.32	9.88e-03	1.69e-03	0.07
P772	149:00:00	215.02	305.00	85.80	4.03	0.06	0.03	0.07
P775	149:00:00	129.42	203.00	108.38	0.26	8.16e-03	1.01e-03	0.06
P776	149:00:00	421.07	102.00	114.35	0.13	0.02	7.12e-03	0.06
P777	149:00:00	402.31	305.00	111.77	4.31	0.06	0.02	0.04
P779	149:00:00	524.49	203.00	87.91	4.72	0.15	0.31	0.06
P780	149:00:00	153.56	203.00	104.95	1.09e-05	3.38e-07	6.77e-12	0.00
P781	149:00:00	130.18	152.00	90.91	3.30	0.18	0.62	0.06
P783	149:00:00	674.96	203.00	115.08	5.77	0.18	0.27	0.03
P784	149:00:00	88.96	102.00	98.43	0.22	0.03	0.02	0.07
P785	149:00:00	184.71	102.00	89.65	0.51	0.06	0.14	0.07
P786	149:00:00	166.27	203.00	110.00	5.85	0.18	0.31	0.04
P787	149:00:00	127.08	102.00	130.12	11.22	1.37	21.39	0.02
P788	149:00:00	107.85	152.00	113.91	4.69	0.26	0.78	0.03
P789	149:00:00	285.95	203.00	74.97	10.06	0.31	1.70	0.07
P791	149:00:00	82.50	152.00	115.95	3.68	0.20	0.48	0.03
P794	149:00:00	39.04	203.00	123.95	3.53	0.11	0.10	0.03
P795	149:00:00	129.41	203.00	97.78	2.82	0.09	0.10	0.05
P796	149:00:00	22.42	203.00	89.88	7.03e-05	2.17e-06	3.42e-10	0.29
P797	149:00:00	21.64	102.00	117.05	0.61	0.08	0.12	0.04
P798	149:00:00	684.07	203.00	116.09	2.52	0.08	0.06	0.04
P8	149:00:00	11.35	406.00	76.08	52.38	0.40	1.20	0.06
P800	149:00:00	15.93	203.00	109.67	0.93	0.03	0.01	0.05
P801	149:00:00	9.47	203.00	104.47	0.12	3.84e-03	2.69e-04	0.07
P804	149:00:00	68.27	102.00	103.01	1.65	0.20	0.95	0.05
P805	149:00:00	96.57	152.00	114.56	2.01	0.11	0.16	0.04
P806	149:00:00	32.51	152.00	103.90	2.20	0.12	0.23	0.05
P807	149:00:00	162.82	203.00	100.15	0.15	4.72e-03	4.25e-04	0.08
P808	149:00:00	253.47	203.00	92.06	14.40	0.44	2.25	0.05
P809	149:00:00	17.35	102.00	109.35	0.74	0.09	0.19	0.05
P810	149:00:00	64.30	203.00	88.94	6.84e-08	2.11e-09	1.97e-11	0.00
P811	149:00:00	50.17	102.00	89.57	1.22	0.15	0.70	0.06
P813	149:00:00	30.85	152.00	76.04	16.94	0.93	17.75	0.06
P815	149:00:00	50.52	102.00	84.34	19.03	2.33	126.96	0.05
P817	149:00:00	253.30	203.00	72.66	4.78	0.15	0.45	0.08
P819	149:00:00	8.02	203.00	105.07	4.82	0.15	0.23	0.04
P821	149:00:00	64.78	102.00	83.95	0.11	0.01	9.43e-03	0.10
P822	149:00:00	11.71	102.00	99.59	0.77	0.09	0.24	0.06
P823	149:00:00	18.84	76.00	113.36	0.09	0.02	0.01	0.06
P826	149:00:00	335.29	76.00	99.15	0.59	0.13	0.64	0.06
P827	149:00:00	119.07	76.00	103.74	0.58	0.13	0.56	0.05
P83	149:00:00	15.14	610.00	75.66	187.06	0.64	1.76	0.05
P830	149:00:00	89.30	76.00	99.04	0.14	0.03	0.04	0.07
P831	149:00:00	62.20	76.00	86.29	1.54	0.34	4.84	0.06
P84	149:00:00	148.63	203.00	97.41	0.27	8.26e-03	1.26e-03	0.07
P840	149:00:00	235.28	203.00	97.77	15.53	0.48	2.32	0.04
P841	149:00:00	347.83	76.00	93.68	1.51	0.33	4.02	0.05
P842	149:00:00	64.41	52.00	95.52	0.79	0.37	7.42	0.05
P844	149:00:00	12.49	102.00	113.81	1.00	0.12	0.31	0.04
P846	149:00:00	94.84	203.00	103.98	1.86	0.06	0.04	0.05
P847	149:00:00	68.63	152.00	91.07	1.66	0.09	0.17	0.06
P85	149:00:00	36.60	76.00	69.93	0.44	0.10	0.70	0.11
P850	149:00:00	241.13	101.60	112.53	0.81	0.10	0.22	0.04
P851	149:00:00	228.78	76.00	121.93	0.41	0.09	0.22	0.04
P852	149:00:00	40.39	203.00	105.38	3.32	0.10	0.12	0.04
P853	149:00:00	295.68	203.00	118.65	14.16	0.44	1.37	0.03
P855	149:00:00	37.88	102.00	114.85	0.41	0.05	0.06	0.05
P858	149:00:00	195.38	102.00	113.41	0.68	0.08	0.16	0.04
P859	149:00:00	90.81	152.00	95.29	2.89	0.16	0.44	0.05
P86	149:00:00	161.00	305.00	110.50	10.55	0.14	0.12	0.04
P861	149:00:00	110.79	152.00	87.94	0.49	0.03	0.02	0.08
P866	149:00:00	17.37	102.00	92.17	0.80	0.10	0.31	0.06
P87	149:00:00	80.03	203.00	76.40	3.97	0.12	0.29	0.08
P871	149:00:00	48.15	102.00	91.81	0.35	0.04	0.07	0.07
P880	149:00:00	112.84	76.00	86.03	0.24	0.05	0.15	0.08
P889	149:00:00	15.72	203.00	88.74	1.45	0.04	0.03	0.07
P89	149:00:00	104.30	152.00	78.43	1.11	0.06	0.11	0.09
P892	149:00:00	30.39	254.00	69.85	66.15	1.31	21.25	0.06
P9	149:00:00	49.95	254.00	66.75	21.57	0.43	2.90	0.08
P90	149:00:00	98.94	102.00	62.32	0.99	0.12	0.94	0.13
P91	149:00:00	572.34	102.00	94.34	0.24	0.03	0.03	0.07
P914	149:00:00	38.61	203.00	91.18	1.68e-05	5.20e-07	4.49e-13	0.00
P915	149:00:00	10.58	152.00	72.77	19.17	1.06	24.24	0.06
P92	149:00:00	63.12	203.00	83.11	1.11	0.03	0.02	0.08
P924	149:00:00	82.38	254.00	74.46	0.95	0.02	7.23e-03	0.10
P927	149:00:00	348.88	406.00	84.53	0.04	3.14e-04	1.71e-06	0.14
P929	149:00:00	83.31	203.00	90.08	2.15e-05	6.64e-07	9.55e-11	0.00
P930	149:00:00	78.95	203.00	88.20	8.94e-08	2.76e-09	1.95e-11	0.00
P931	149:00:00	248.40	203.00	87.08	1.05e-05	3.25e-07	2.16e-12	0.00
P932	149:00:00	381.56	203.00	84.96	1.18e-06	3.65e-08	2.91e-12	0.00
P933	149:00:00	130.54	305.00	87.95	8.59e-05	1.18e-06	3.72e-11	0.16
P934	149:00:00	18.46	254.00	102.99	8.60e-05	1.70e-06	6.85e-11	0.12
P935	149:00:00	152.13	305.00	100.05	10.18	0.14	0.14	0.04
P937	149:00:00	198.09	254.00	74.28	10.18	0.20	0.59	0.07
P938	149:00:00	168.95	254.00	74.48	8.56	0.17	0.42	0.07
P939	149:00:00	248.76	152.00	95.79	0.23	0.01	4.17e-03	0.07
P94	149:00:00	51.35	305.00	139.08	0.04	5.99e-04	3.14e-06	0.05
P940	149:00:00	187.99	152.00	99.28	0.18	9.87e-03	2.38e-03	0.07
P941	149:00:00	142.58	152.00	79.37	0.02	1.27e-03	8.01e-05	0.15
P942	149:00:00	85.08	152.00	83.59	0.44	0.02	0.02	0.09
P943	149:00:00	84.21	76.00	86.77	0.30	0.07	0.23	0.08
P944	149:00:00	59.58	254.00	82.35	1.32	0.03	0.01	0.08
P946	149:00:00	143.03	102.00	98.06	0.17	0.02	0.02	0.07
P947	149:00:00	122.43	152.00	76.80	0.58	0.03	0.03	0.10
P948	149:00:00	74.71	152.00	104.85	1.47	0.08	0.11	0.05
P949	149:00:00	24.39	254.00	92.69	1.77	0.03	0.02	0.06
P95	149:00:00	50.70	305.00	118.43	0.25	3.42e-03	1.07e-04	0.05
P951	149:00:00	338.80	254.00	94.71	8.38	0.17	0.26	0.05
P953	149:00:00	495.66	254.00	85.41	5.95	0.12	0.16	0.06
P954	149:00:00	294.07	203.00	78.67	1.24	0.04	0.03	0.09
P955	149:00:00	131.74	102.00	85.18	0.23	0.03	0.03	0.09
P956	149:00:00	115.17	152.00	68.25	0.57	0.03	0.04	0.12
P957	149:00:00	51.05	152.00	98.15	0.04	2.38e-03	1.74e-04	0.09
P958	149:00:00	122.41	102.00	105.31	0.22	0.03	0.02	0.06
P959	149:00:00	123.42	102.00	98.22	0.14	0.02	0.01	0.07
P96	149:00:00	53.72	254.00	87.90	65.73	1.30	13.72	0.04
P961	149:00:00	234.55	203.00	85.65	3.54	0.11	0.19	0.06
P962	149:00:00	49.83	152.00	90.75	0.42	0.02	0.01	0.08
P963	149:00:00	93.54	203.00	85.53	6.30	0.19	0.56	0.06
P964	149:00:00	129.91	152.00	96.26	1.40	0.08	0.11	0.06
P965	149:00:00	135.06	203.00	93.94	4.60	0.14	0.26	0.05
P966	149:00:00	31.32	203.00	82.51	3.00	0.09	0.15	0.07
P967	149:00:00	207.54	203.00	82.11	2.27	0.07	0.09	0.07
P968	149:00:00	68.17	102.00	78.40	0.01	1.39e-03	1.54e-04	0.16
P969	149:00:00	149.16	203.00	86.27	1.94	0.06	0.06	0.07
P97	149:00:00	24.41	610.00	88.90	187.13	0.64	1.31	0.04
P970	149:00:00	165.04	203.00	87.80	0.92	0.03	0.01	0.07
P971	149:00:00	136.94	152.00	77.83	1.26	0.07	0.14	0.09
P972	149:00:00	219.42	152.00	82.67	1.23	0.07	0.12	0.08
P973	149:00:00	164.68	203.00	71.93	3.71	0.11	0.29	0.09
P974	149:00:00	186.40	203.00	72.72	3.20	0.10	0.22	0.09
P975	149:00:00	159.56	152.00	74.72	1.08	0.06	0.11	0.09
P976	149:00:00	83.33	76.00	83.20	0.90	0.20	1.90	0.07
P977	149:00:00	45.98	102.00	102.43	0.50	0.06	0.11	0.06
P978	149:00:00	178.97	76.00	78.86	1.59	0.35	6.06	0.07
P98	149:00:00	174.53	610.00	71.75	187.37	0.64	1.95	0.06
P981	149:00:00	36.19	76.00	80.22	2.30	0.51	11.69	0.07
P982	149:00:00	87.24	203.00	98.51	0.51	0.02	4.02e-03	0.07
P983	149:00:00	180.20	101.60	91.90	3.38	0.42	4.50	0.05
P984	149:00:00	16.03	101.60	108.96	3.40	0.42	3.32	0.04
P986	149:00:00	229.54	101.60	87.08	3.00	0.37	3.98	0.06
P987	149:00:00	94.56	101.60	96.41	2.16	0.27	1.80	0.05
P988	149:00:00	9.74	101.60	102.52	0.97	0.12	0.36	0.05
P989	149:00:00	91.59	51.00	82.07	0.23	0.11	1.07	0.09
P99	149:00:00	452.37	508.00	96.64	171.05	0.84	2.31	0.03
P990	149:00:00	78.87	102.00	85.79	0.83	0.10	0.37	0.07
P991	149:00:00	20.25	203.00	74.31	10.08	0.31	1.73	0.07
P992	149:00:00	69.15	203.00	80.64	9.37	0.29	1.30	0.06
P993	149:00:00	63.52	203.00	80.23	8.18	0.25	1.02	0.06
P994	149:00:00	115.39	203.00	83.09	8.81	0.27	1.10	0.06
P995	149:00:00	228.99	152.00	82.50	12.91	0.71	9.24	0.05
P996	149:00:00	10.22	203.00	84.58	32.78	1.01	12.10	0.05
P997	149:00:00	154.87	203.00	96.62	20.07	0.62	3.81	0.04
P998	149:00:00	107.98	203.00	90.64	20.58	0.64	4.50	0.04
P999	149:00:00	81.67	254.00	68.70	20.43	0.40	2.49	0.08
PU1	149:00:00	0.00	0.00	1.00	93.74	0.00	-33.36	0.00
PU2	149:00:00	0.00	0.00	1.00	93.76	0.00	-33.35	0.00
PU3	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU4	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU5	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU6	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU7	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU8	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU9	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
PU10	149:00:00	0.00	0.00	1.00	32.21	0.00	-42.53	0.00
PU11	149:00:00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
v1	149:00:00	0.00	203.20	131.23	3.53	0.11	45.26	0.00
V45	149:00:00	0.00	152.40	131.23	2.01	0.11	34.43	0.00
V47	149:00:00	0.00	101.60	131.23	1.89	0.23	46.62	0.00
V2	149:00:00	0.00	254.00	-1.00e+10	64.72	1.28	6.97e-08	0.00
P1	150:00:00	52.90	203.00	72.45	0.78	0.02	0.02	0.11
P10	150:00:00	79.23	76.00	108.01	1.32	0.29	2.41	0.04
P100	150:00:00	107.88	406.00	76.51	188.19	1.45	12.67	0.05
P1000	150:00:00	109.27	203.00	76.95	19.73	0.61	5.63	0.06
P101	150:00:00	243.37	254.00	84.21	0.38	7.46e-03	1.05e-03	0.09
P1016	150:00:00	164.77	305.00	85.24	39.92	0.55	2.37	0.05
P102	150:00:00	1.28e+03	508.00	92.95	172.88	0.85	2.53	0.03
P1022	150:00:00	200.76	102.00	99.58	0.13	0.02	9.51e-03	0.07
P1023	150:00:00	136.34	102.00	95.69	0.93	0.11	0.38	0.06
P1024	150:00:00	375.62	102.00	89.62	2.48	0.30	2.61	0.06
P1025	150:00:00	39.18	76.00	97.78	2.82	0.62	11.76	0.05
P1026	150:00:00	45.61	76.00	88.45	1.94	0.43	7.13	0.06
P1027	150:00:00	82.32	51.00	92.01	0.46	0.23	3.25	0.06
P1028	150:00:00	9.57	51.00	86.99	0.05	0.03	0.06	0.10
P1029	150:00:00	122.62	76.00	91.34	0.79	0.17	1.25	0.06
P103	150:00:00	35.98	254.00	79.37	8.33	0.16	0.36	0.07
P1030	150:00:00	95.25	76.00	104.61	1.54	0.34	3.37	0.04
P1031	150:00:00	188.28	152.00	84.37	8.87	0.49	4.42	0.06
P1032	150:00:00	143.29	152.00	98.43	8.30	0.46	2.94	0.04
P1033	150:00:00	128.79	152.00	84.69	8.34	0.46	3.92	0.06
P1034	150:00:00	52.87	203.00	97.42	0.42	0.01	2.94e-03	0.07
P1035	150:00:00	122.47	152.00	97.76	2.83	0.16	0.41	0.05
P1036	150:00:00	83.33	203.00	74.30	7.76	0.24	1.07	0.07
P1039	150:00:00	121.38	203.00	92.14	4.58	0.14	0.27	0.05
P104	150:00:00	33.11	203.00	99.89	0.26	8.01e-03	1.14e-03	0.07
P1040	150:00:00	29.45	152.00	94.69	2.31	0.13	0.30	0.05
P1041	150:00:00	307.54	102.00	112.51	2.03	0.25	1.18	0.04
P1042	150:00:00	84.54	152.00	76.15	1.74	0.10	0.26	0.08
P1044	150:00:00	65.80	203.00	100.22	16.90	0.52	2.59	0.04
P1045	150:00:00	68.63	203.00	118.82	16.65	0.51	1.84	0.03
P106	150:00:00	270.38	102.00	63.55	2.06	0.25	3.49	0.11
P107	150:00:00	357.00	203.00	80.51	5.17	0.16	0.43	0.07
P108	150:00:00	183.53	203.00	78.72	1.72	0.05	0.06	0.08
P109	150:00:00	218.52	203.00	76.89	5.70	0.18	0.56	0.07
P11	150:00:00	83.45	101.60	96.83	0.72	0.09	0.24	0.06
P110	150:00:00	425.83	508.00	98.99	168.64	0.83	2.15	0.03
P111	150:00:00	126.36	152.00	72.41	0.32	0.02	0.01	0.12
P112	150:00:00	646.98	305.00	68.60	1.07	0.01	4.34e-03	0.12
P113	150:00:00	310.73	152.00	85.35	5.78	0.32	1.96	0.06
P115	150:00:00	99.88	102.00	91.23	6.50	0.80	15.01	0.05
P116	150:00:00	204.54	152.00	93.47	3.56	0.20	0.67	0.05
P117	150:00:00	104.00	102.00	67.96	3.39	0.41	7.75	0.09
P118	150:00:00	115.91	102.00	84.67	1.79	0.22	1.59	0.07
P119	150:00:00	64.88	305.00	78.14	0.17	2.39e-03	1.19e-04	0.12
P12	150:00:00	85.24	406.00	89.66	33.49	0.26	0.39	0.05
P120	150:00:00	91.40	102.00	88.39	2.35	0.29	2.43	0.06
P121	150:00:00	42.23	152.00	100.37	0.31	0.02	6.53e-03	0.07
P122	150:00:00	45.06	305.00	78.98	13.62	0.19	0.37	0.06
P123	150:00:00	51.21	152.00	61.06	1.54	0.08	0.31	0.13
P124	150:00:00	99.09	102.00	78.83	0.54	0.07	0.20	0.09
P125	150:00:00	193.35	508.00	84.74	3.33	0.02	2.01e-03	0.07
P126	150:00:00	109.60	76.00	89.74	0.58	0.13	0.73	0.07
P127	150:00:00	87.22	102.00	73.68	0.87	0.11	0.54	0.10
P128	150:00:00	165.63	102.00	90.95	0.57	0.07	0.16	0.07
P129	150:00:00	79.59	102.00	78.07	0.42	0.05	0.13	0.10
P13	150:00:00	62.56	406.00	83.04	30.87	0.24	0.38	0.05
P130	150:00:00	56.79	76.00	70.71	0.90	0.20	2.57	0.10
P131	150:00:00	86.50	76.00	74.73	0.22	0.05	0.17	0.11
P132	150:00:00	67.35	76.00	88.54	0.66	0.15	0.97	0.07
P134	150:00:00	68.79	76.00	78.57	1.04	0.23	2.78	0.08
P136	150:00:00	241.77	102.00	75.73	1.10	0.13	0.79	0.09
P138	150:00:00	19.28	254.00	72.49	20.56	0.41	2.28	0.07
P139	150:00:00	73.66	406.00	68.72	33.77	0.26	0.64	0.08
P14	150:00:00	151.39	406.00	72.01	30.24	0.23	0.48	0.07
P140	150:00:00	222.30	102.00	107.83	0.67	0.08	0.16	0.05
P141	150:00:00	169.94	102.00	103.79	0.84	0.10	0.27	0.05
P142	150:00:00	16.61	152.40	85.39	2.16	0.12	0.31	0.07
P144	150:00:00	130.79	76.00	99.92	0.00	0.00	0.00	0.00
P147	150:00:00	60.08	203.00	92.84	0.53	0.02	4.89e-03	0.07
P148	150:00:00	561.69	305.00	96.44	39.92	0.55	1.88	0.04
P15	150:00:00	395.29	406.00	90.48	29.72	0.23	0.30	0.05
P150	150:00:00	93.19	152.00	103.15	2.40	0.13	0.27	0.05
P154	150:00:00	170.64	152.00	108.83	6.67	0.37	1.63	0.04
P155	150:00:00	59.38	101.60	105.71	1.29	0.16	0.59	0.05
P156	150:00:00	80.34	102.00	110.87	0.54	0.07	0.10	0.05
P157	150:00:00	232.93	102.00	102.90	1.97	0.24	1.31	0.05
P158	150:00:00	69.88	76.00	105.07	0.55	0.12	0.50	0.05
P159	150:00:00	118.78	203.00	80.15	0.78	0.02	0.01	0.09
P16	150:00:00	252.34	102.00	97.25	2.83	0.35	2.85	0.05
P160	150:00:00	68.68	76.00	104.63	1.18	0.26	2.07	0.05
P161	150:00:00	40.31	76.00	90.01	2.16	0.48	8.40	0.06
P162	150:00:00	190.67	152.00	98.76	1.22	0.07	0.08	0.06
P163	150:00:00	67.74	203.00	94.23	0.98	0.03	0.01	0.06
P165	150:00:00	143.81	305.00	92.93	39.90	0.55	2.01	0.04
P166	150:00:00	235.00	101.60	93.60	2.10	0.26	1.80	0.05
P17	150:00:00	32.42	508.00	77.28	165.97	0.82	3.31	0.05
P174	150:00:00	278.59	102.00	89.32	0.79	0.10	0.31	0.07
P177	150:00:00	56.80	102.00	100.61	0.69	0.08	0.20	0.06
P18	150:00:00	283.30	508.00	100.30	163.80	0.81	1.99	0.03
P184	150:00:00	59.38	101.60	95.91	4.82	0.60	8.03	0.05
P19	150:00:00	750.87	508.00	97.70	81.22	0.40	0.57	0.04
P195	150:00:00	144.33	76.00	80.63	0.89	0.20	2.01	0.08
P2	150:00:00	295.25	203.00	62.05	6.74	0.21	1.15	0.11
P20	150:00:00	579.67	508.00	89.67	71.36	0.35	0.53	0.04
P201	150:00:00	102.19	76.00	96.63	0.65	0.14	0.79	0.06
P21	150:00:00	176.48	406.00	86.69	60.28	0.47	1.22	0.04
P211	150:00:00	202.33	76.00	84.05	0.54	0.12	0.74	0.08
P215	150:00:00	140.76	254.00	81.42	27.67	0.55	3.18	0.05
P218	150:00:00	54.55	102.00	81.77	0.62	0.08	0.24	0.08
P219	150:00:00	67.98	102.00	86.84	0.32	0.04	0.06	0.08
P22	150:00:00	567.30	406.00	81.11	187.97	1.45	11.35	0.04
P220	150:00:00	68.33	76.00	93.74	0.62	0.14	0.77	0.06
P223	150:00:00	108.98	203.00	93.22	0.66	0.02	7.38e-03	0.07
P225	150:00:00	120.77	102.00	92.69	0.08	9.92e-03	4.34e-03	0.09
P228	150:00:00	42.72	76.00	99.29	2.47	0.54	8.98	0.05
P23	150:00:00	316.91	508.00	77.16	187.07	0.92	4.14	0.05
P230	150:00:00	114.61	76.00	77.40	2.46	0.54	14.11	0.07
P231	150:00:00	12.21	76.00	98.42	2.17	0.48	7.17	0.05
P233	150:00:00	58.66	76.00	97.30	0.49	0.11	0.47	0.06
P234	150:00:00	41.63	76.00	87.21	0.99	0.22	2.08	0.07
P235	150:00:00	92.74	76.00	84.32	2.18	0.48	9.62	0.06
P237	150:00:00	12.01	305.00	5.06	50.13	0.69	674.04	8.57
P238	150:00:00	12.59	304.80	104.74	50.13	0.69	2.47	0.03
P24	150:00:00	71.05	508.00	88.62	169.03	0.83	2.66	0.04
P241	150:00:00	49.46	102.00	114.84	0.48	0.06	0.08	0.05
P242	150:00:00	25.06	152.40	99.01	1.61	0.09	0.14	0.05
P243	150:00:00	57.08	203.20	82.80	3.53	0.11	0.20	0.07
P245	150:00:00	18.65	152.40	120.40	0.63	0.03	0.02	0.04
P246	150:00:00	56.94	152.40	121.60	2.96	0.16	0.29	0.03
P248	150:00:00	6.96	152.40	110.07	4.32	0.24	0.70	0.04
P249	150:00:00	28.43	51.00	85.38	0.51	0.25	4.51	0.07
P25	150:00:00	4.30	508.00	74.38	183.24	0.90	4.27	0.05
P251	150:00:00	11.49	152.00	103.73	22.82	1.26	17.36	0.03
P252	150:00:00	135.44	305.00	82.30	50.13	0.69	3.85	0.05
P255	150:00:00	76.14	51.00	71.47	0.12	0.06	0.43	0.12
P256	150:00:00	55.17	305.00	94.86	50.13	0.69	2.96	0.04
P258	150:00:00	79.53	102.00	75.51	0.02	2.77e-03	5.97e-04	0.16
P259	150:00:00	136.09	102.00	83.09	0.13	0.02	0.01	0.10
P26	150:00:00	22.94	508.00	88.01	3.17	0.02	1.71e-03	0.07
P264	150:00:00	11.73	101.60	112.51	0.42	0.05	0.07	0.05
P266	150:00:00	55.29	101.60	107.06	1.28	0.16	0.56	0.04
P267	150:00:00	344.62	152.40	95.59	0.24	0.01	4.28e-03	0.07
P268	150:00:00	146.46	152.40	86.84	1.64	0.09	0.18	0.07
P27	150:00:00	163.63	254.00	69.11	1.40	0.03	0.02	0.11
P270	150:00:00	88.36	101.60	92.77	0.70	0.09	0.24	0.06
P272	150:00:00	143.88	102.00	73.95	1.07	0.13	0.79	0.09
P275	150:00:00	172.96	152.40	98.16	0.60	0.03	0.02	0.06
P28	150:00:00	117.42	152.00	88.27	0.68	0.04	0.03	0.07
P280	150:00:00	333.40	203.00	88.34	1.15e-05	3.56e-07	8.21e-12	0.00
P282	150:00:00	131.93	102.00	86.72	2.29	0.28	2.38	0.06
P284	150:00:00	198.97	76.20	89.13	0.70	0.15	1.05	0.07
P285	150:00:00	130.71	76.20	90.18	0.07	0.01	0.01	0.09
P286	150:00:00	155.58	101.60	90.01	0.29	0.04	0.05	0.08
P287	150:00:00	45.12	254.00	78.35	27.67	0.55	3.42	0.06
P288	150:00:00	226.74	76.20	85.05	1.25	0.27	3.35	0.07
P29	150:00:00	20.51	152.00	89.48	0.59	0.03	0.03	0.07
P290	150:00:00	46.28	76.20	89.44	0.27	0.06	0.18	0.08
P291	150:00:00	132.94	305.00	107.08	50.13	0.69	2.36	0.03
P292	150:00:00	13.54	305.00	97.27	50.13	0.69	2.82	0.04
P293	150:00:00	125.20	305.00	92.16	50.13	0.69	3.12	0.04
P294	150:00:00	101.20	102.00	79.97	1.16	0.14	0.79	0.08
P295	150:00:00	133.23	76.00	72.41	3.05	0.67	23.74	0.08
P296	150:00:00	231.87	76.00	82.96	0.72	0.16	1.29	0.08
P297	150:00:00	42.53	406.00	73.00	82.16	0.63	2.98	0.06
P298	150:00:00	40.11	305.00	84.55	59.60	0.82	5.04	0.05
P299	150:00:00	61.51	102.00	87.71	1.93	0.24	1.70	0.06
P3	150:00:00	136.52	300.00	73.65	13.06	0.18	0.42	0.07
P30	150:00:00	40.89	254.00	86.71	1.36	0.03	0.01	0.07
P301	150:00:00	45.31	305.00	85.19	59.15	0.81	4.90	0.04
P302	150:00:00	178.28	305.00	80.34	58.98	0.81	5.44	0.05
P303	150:00:00	131.94	76.00	88.33	0.61	0.14	0.85	0.07
P304	150:00:00	268.74	101.60	89.39	0.37	0.05	0.08	0.08
P305	150:00:00	43.41	203.00	90.80	1.15e-05	3.54e-07	7.58e-12	0.00
P307	150:00:00	47.30	305.00	60.51	58.11	0.80	8.94	0.08
P308	150:00:00	334.57	305.00	88.08	50.13	0.69	3.39	0.04
P309	150:00:00	128.80	101.60	94.96	0.61	0.08	0.18	0.06
P31	150:00:00	144.67	152.00	108.77	5.27	0.29	1.05	0.04
P310	150:00:00	9.00	610.00	87.27	188.92	0.65	1.38	0.04
P316	150:00:00	11.62	610.00	70.45	188.92	0.65	2.05	0.06
P319	150:00:00	10.54	610.00	76.59	2.98e-05	1.02e-07	1.64e-12	1.89
P32	150:00:00	84.44	152.00	103.56	8.60	0.47	2.86	0.04
P320	150:00:00	11.47	610.00	76.52	94.45	0.32	0.49	0.06
P322	150:00:00	11.50	610.00	89.43	94.45	0.32	0.36	0.04
P323	150:00:00	11.47	610.00	84.69	3.77e-05	1.29e-07	2.27e-12	1.63
P329	150:00:00	134.52	152.00	100.18	1.88	0.10	0.18	0.05
P33	150:00:00	22.81	254.00	73.04	6.99	0.14	0.30	0.08
P330	150:00:00	66.79	76.00	96.42	0.88	0.19	1.41	0.06
P331	150:00:00	93.46	51.00	93.19	0.36	0.18	2.01	0.06
P336	150:00:00	182.99	152.00	92.17	4.35	0.24	1.00	0.05
P337	150:00:00	20.49	305.00	5.62	22.67	0.31	127.64	7.94
P338	150:00:00	74.38	76.00	100.36	0.14	0.03	0.04	0.07
P339	150:00:00	307.49	102.00	88.65	0.82	0.10	0.34	0.07
P34	150:00:00	98.00	508.00	78.51	175.31	0.86	3.56	0.05
P340	150:00:00	96.21	305.00	101.08	31.70	0.43	1.13	0.04
P341	150:00:00	189.74	305.00	94.64	27.99	0.38	1.01	0.04
P343	150:00:00	111.65	152.00	100.29	4.94	0.27	1.09	0.04
P344	150:00:00	45.26	152.00	85.91	5.25	0.29	1.62	0.06
P346	150:00:00	54.91	51.00	93.91	0.05	0.03	0.06	0.08
P347	150:00:00	385.56	305.00	96.24	15.69	0.21	0.34	0.04
P348	150:00:00	42.47	305.00	88.73	16.53	0.23	0.43	0.05
P349	150:00:00	39.12	305.00	97.01	18.46	0.25	0.45	0.04
P35	150:00:00	64.56	152.00	84.38	2.11	0.12	0.31	0.07
P350	150:00:00	400.16	203.00	99.86	0.51	0.02	3.96e-03	0.06
P37	150:00:00	180.61	203.00	97.80	0.14	4.21e-03	3.59e-04	0.08
P372	150:00:00	6.42	101.60	113.11	0.13	0.02	7.85e-03	0.06
